"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat","paleomodel","paleolng","paleolat","geoplate"
"788253","occ","","","48093","Ziphius n. sp. tenuirostris","species","67997","nomen dubium","Mesoplodon","genus","36763","Gelasian","","2.588","1.806","14624","","","1.351389","51.963333","gp_mid","1.74","51.63","315"
"788348","occ","","","85152","Mesoplodon (Cetorhynchus) n. sp. christolii","species","64478","recombined as","Cetorhynchus christoli","species","64478","Miocene","","23.03","5.333","12653","1","specimens","3.670556","43.488888","gp_mid","5.57","41.03","305"
"788349","occ","","","47465","Ziphius n. sp. planirostris","species","67993","recombined as","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14621","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"788350","occ","","","47465","Ziphius n. sp. cuvieri","species","89024","subjective synonym of","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14624","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"788351","occ","","","85153","Ziphius n. sp. planus","species","64849","subjective synonym of","Choneziphius planirostris","species","67993","Piacenzian","","3.6","2.588","14624","1","specimens","1.252778","51.969444","gp_mid","1.81","51.48","315"
"788375","occ","","","48093","Ziphius n. sp. compressus","species","70381","","Ziphius compressus","species","70381","Gelasian","","2.588","1.806","14624","1","specimens","1.351389","51.963333","gp_mid","1.74","51.63","315"
"788376","occ","","","85154","n. gen. Belemnoziphius n. sp. compressus","species","64702","","Belemnoziphius compressus","species","64702","Piacenzian","","3.6","2.588","12787","1","specimens","1.227500","52.057777","gp_mid","1.78","51.57","315"
"788381","occ","","","85155","Delphinus n. sp. renovi","species","96909","subjective synonym of","Pomatodelphis stenorhynchus","species","69729","Middle Miocene","","15.97","11.608","15278","1","specimens","-0.548889","47.469444","gp_mid","1.75","45.13","305"
"788391","occ","","","85158","Cetotherium n. sp. crassangulum","species","64010","","Cetotherium crassangulum","species","64010","Pliocene","","5.333","2.588","12331","1","specimens","-77.303368","37.290398","gp_mid","-75.53","37.85","109"
"788501","occ","","","55396","n. gen. Zarhachis n. sp. flagellator","species","63658","","Zarhachis flagellator","species","63658","Langhian","","15.97","13.82","12174","1","specimens","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788502","occ","","","55396","Priscodelphinus n. sp. acutidens","species","69136","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12189","1","specimens","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788503","occ","","","18587","n. gen. Macrophoca n. sp. atlantica","species","68297","recombined as","Squalodon atlanticus","species","68297","Langhian","","15.97","13.82","14981","3","specimens","-75.199997","39.299999","gp_mid","-67.97","40.86","109"
"788504","occ","","","55396","Priscodelphinus n. sp. atropius","species","63654","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","11","specimens","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788505","occ","","","55396","n. gen. Ixacanthus n. sp. coelospondylus","species","63651","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","1","specimens","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788506","occ","","","85169","Eschrichtius n. sp. davidsonii","species","68434","recombined as","Balaenoptera davidsonii","species","68434","Piacenzian","","3.6","2.588","15081","1","specimens","-117.155281","32.723610","gp_mid","","",""
"788512","occ","","","55396","Megaptera n. sp. expansa","species","63671","nomen dubium","Mysticeti","suborder","42971","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788513","occ","","","71798","Megaptera expansa","species","63671","nomen dubium","Mysticeti","suborder","42971","Langhian","","15.97","13.82","12174","","","-76.811668","38.166111","gp_mid","-69.76","39.85","109"
"788514","occ","","","55396","Delphinapterus n. sp. gabbii","species","63663","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788515","occ","","","55396","Delphinapterus n. sp. hawkinsii","species","63662","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788520","occ","","","55396","n. gen. Cetophis n. sp. heteroclitus","species","63615","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788522","occ","","","55396","Delphinapterus n. sp. lacertosus","species","63660","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788523","occ","","","55396","n. gen. Rhabdosteus n. sp. latiradix","species","64439","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","14163","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788524","occ","","","71798","Eschrichtius n. sp. leptocentrus","species","68470","nomen dubium","Mysticeti","suborder","42971","Langhian","","15.97","13.82","14163","","","-76.811668","38.166111","gp_mid","-69.76","39.85","109"
"788526","occ","","","85158","Balaena n. sp. palaeatlantica","species","63980","nomen dubium","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","12329","","","-77.303368","37.290398","gp_mid","-75.53","37.85","109"
"788564","occ","","","85158","Balaena n. sp. prisca","species","63981","nomen dubium","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","12329","","","-77.303368","37.290398","gp_mid","-75.53","37.85","109"
"788565","occ","","","55396","Balaenoptera n. sp. pusilla","species","65767","nomen vanum","Mysticeti","suborder","42971","Langhian","","15.97","13.82","12195","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788566","occ","","","55396","Delphinapterus n. sp. ruschenbergeri","species","63659","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788567","occ","","","55396","Priscodelphinus n. sp. spinosus","species","63653","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788568","occ","","","55396","Priscodelphinus n. sp. stenus","species","63657","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788569","occ","","","55396","Delphinapterus n. sp. tyrannus","species","63661","subjective synonym of","Cetotherium parvum","species","65769","Langhian","","15.97","13.82","12174","","","-76.730797","38.541199","gp_mid","-69.63","40.22","109"
"788582","occ","21428","","45654","Squalodon andrewi","species","63220","invalid subgroup of","Squalodontidae","family","42939","Chattian","","28.1","23.03","16695","1","specimens","170.008896","-44.056389","gp_mid","-169.88","-45.89","807"
"788809","occ","","","77753","Mesoplodon n. sp. scaphoides","species","69829","subjective synonym of","Mesoplodon longirostris","species","64852","Late Pliocene","","3.6","2.588","28696","1","specimens","1.313056","52.094166","gp_mid","1.87","51.61","315"
"788825","occ","","","48660","Squalodon n. sp. bordae","species","68306","","Squalodon bordae","species","68305","Burdigalian","","20.44","15.97","6031","1","specimens","-0.601111","44.728333","gp_mid","2.12","41.67","305"
"788830","occ","","","52083","Squalodon n. sp. linzianus","species","90637","","Squalodon linzianus","species","90637","Chattian","","28.1","23.03","12127","","","14.286111","48.306110","gp_mid","17.22","43.48","305"
"788832","occ","","","85259","cf. Orycterocetus sp.","genus","36788","","Orycterocetus","genus","36788","Burdigalian","Langhian","20.44","13.82","38808","1","specimens","14.417500","35.867500","gp_mid","","",""
